x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.475156,0.797412,0.547587,0.644272,0.584641,0.477701,0.592968,0.341846,0.573661,0.208398,0.491896,0.478836,0.632726,0.603804,0.656675,0.643477,0.640796,0.636114,0.43237,0.59159,0.618761,0.736278,0.617613,0.746439,0.573787,0.724,0.397502,0.712714,0.570732,0.827942,0.575331,0.823276,0.538922,0.788549,0.380841,0.826525,0.524261,0.91246,0.537496,0.894107,0.507165,0.866619,Thumbs Up
0.474284,0.77145,0.542779,0.63036,0.584769,0.472991,0.59502,0.341129,0.576161,0.208457,0.501783,0.482857,0.65442,0.620755,0.651498,0.64736,0.610429,0.622614,0.43975,0.59938,0.631202,0.74956,0.610724,0.74683,0.553097,0.713201,0.403346,0.720402,0.582504,0.840629,0.570263,0.825987,0.521668,0.785299,0.384574,0.832986,0.532918,0.919395,0.53467,0.891775,0.49386,0.857949,Thumbs Up
0.472118,0.787365,0.544474,0.637884,0.583535,0.476777,0.591918,0.343889,0.572013,0.212653,0.49242,0.478978,0.635063,0.6035,0.654567,0.641955,0.6336,0.629987,0.431563,0.59233,0.620881,0.7351,0.619036,0.746083,0.572657,0.721929,0.395806,0.712135,0.574505,0.827719,0.579756,0.823978,0.543278,0.789265,0.378422,0.824594,0.527951,0.912391,0.545687,0.895241,0.519348,0.867405,Thumbs Up
0.475413,0.779157,0.546462,0.637521,0.586302,0.477009,0.594508,0.343499,0.575762,0.209904,0.502353,0.484311,0.656885,0.620906,0.655181,0.65524,0.614435,0.633916,0.440275,0.599381,0.631691,0.74636,0.61382,0.751041,0.557627,0.721016,0.403471,0.719732,0.581424,0.836728,0.572815,0.827493,0.52578,0.788968,0.384069,0.832195,0.531987,0.916016,0.537358,0.891718,0.498459,0.85906,Thumbs Up
0.476831,0.797266,0.54783,0.64683,0.583974,0.479805,0.590284,0.34372,0.57128,0.210746,0.493133,0.477918,0.640066,0.603964,0.652562,0.645262,0.627725,0.634181,0.432052,0.591486,0.622831,0.737099,0.614917,0.747994,0.567077,0.724819,0.396128,0.71244,0.57475,0.830346,0.57676,0.826228,0.540731,0.791027,0.378433,0.826211,0.528535,0.912452,0.544366,0.894775,0.518405,0.86692,Thumbs Up
0.46924,0.767273,0.541534,0.629271,0.584751,0.471971,0.595152,0.340014,0.577113,0.20807,0.499607,0.492088,0.660482,0.628299,0.653437,0.654236,0.607194,0.630971,0.436202,0.608553,0.631911,0.752439,0.609233,0.747723,0.549471,0.716155,0.399047,0.728858,0.579956,0.842017,0.567919,0.825984,0.519676,0.786651,0.379992,0.839158,0.527541,0.922529,0.52758,0.895512,0.486084,0.862815,Thumbs Up
0.472112,0.794738,0.544899,0.6447,0.584315,0.480209,0.592313,0.345623,0.572974,0.212657,0.491979,0.480458,0.644078,0.611994,0.655846,0.650119,0.629355,0.63309,0.431522,0.59337,0.624445,0.739486,0.616563,0.748338,0.569043,0.72238,0.39529,0.713068,0.575918,0.831905,0.576506,0.82634,0.538908,0.788609,0.377968,0.825497,0.52941,0.914983,0.541661,0.896935,0.511286,0.868175,Thumbs Up
0.474797,0.777194,0.544441,0.638309,0.585779,0.47792,0.593015,0.344886,0.574551,0.210375,0.500814,0.486045,0.662729,0.62734,0.651391,0.655274,0.606073,0.626659,0.437689,0.602061,0.635518,0.751303,0.605291,0.747092,0.544655,0.711812,0.400439,0.723289,0.584464,0.84464,0.564528,0.829752,0.51503,0.786478,0.381654,0.836315,0.532381,0.926022,0.52728,0.897896,0.483742,0.862003,Thumbs Up
0.426684,0.791867,0.51563,0.652175,0.557948,0.501007,0.569236,0.389972,0.565553,0.278313,0.483926,0.460916,0.580511,0.553293,0.597626,0.598663,0.587024,0.591438,0.439051,0.537653,0.574224,0.669389,0.571497,0.681146,0.540935,0.65065,0.411132,0.630798,0.541564,0.752065,0.542292,0.746529,0.518804,0.701154,0.398861,0.722134,0.51271,0.814113,0.519451,0.803339,0.496202,0.772821,Thumbs Up
0.436698,0.779854,0.515642,0.643121,0.55328,0.494828,0.563579,0.38597,0.557328,0.278856,0.469798,0.467149,0.558305,0.533673,0.590025,0.582006,0.588071,0.585379,0.426302,0.546677,0.568266,0.662053,0.570724,0.678752,0.536457,0.653874,0.402449,0.642193,0.539995,0.750094,0.544469,0.742574,0.517459,0.699852,0.393175,0.734482,0.509574,0.817759,0.516644,0.805876,0.490139,0.77791,Thumbs Up
0.43454,0.784758,0.514152,0.644877,0.553179,0.493344,0.564951,0.382652,0.55896,0.275738,0.472928,0.462977,0.564943,0.540349,0.590885,0.588063,0.586095,0.587398,0.429303,0.543106,0.5695,0.666177,0.568911,0.68346,0.535056,0.656149,0.404585,0.637705,0.541167,0.751289,0.542791,0.747256,0.516089,0.704695,0.394196,0.729141,0.510547,0.814774,0.517181,0.806767,0.492013,0.780904,Thumbs Up
0.423492,0.806192,0.509905,0.66273,0.553197,0.504823,0.566047,0.389918,0.559305,0.280406,0.474673,0.462907,0.56893,0.543203,0.592026,0.590381,0.584838,0.587534,0.432417,0.539506,0.571071,0.665007,0.568532,0.683712,0.534134,0.654794,0.407364,0.63264,0.541251,0.748843,0.542009,0.748176,0.515826,0.705151,0.395468,0.725811,0.5091,0.81305,0.514279,0.807101,0.48892,0.780361,Thumbs Up
0.425951,0.793034,0.513743,0.652875,0.557678,0.503962,0.569532,0.39206,0.564795,0.282008,0.477189,0.461863,0.567763,0.541554,0.593135,0.586489,0.589825,0.585439,0.432825,0.536761,0.568386,0.661623,0.568757,0.674869,0.538294,0.647819,0.405682,0.62899,0.53799,0.745171,0.541669,0.740186,0.519639,0.698562,0.393001,0.721566,0.506126,0.811664,0.517005,0.802424,0.496943,0.773826,Thumbs Up
0.428861,0.784456,0.512683,0.644414,0.554335,0.496509,0.567483,0.387006,0.564833,0.279226,0.478117,0.460378,0.574578,0.54118,0.594594,0.587407,0.585919,0.5861,0.43452,0.537243,0.57239,0.659546,0.569824,0.671625,0.538134,0.644466,0.407806,0.629303,0.54148,0.742069,0.543282,0.734486,0.519845,0.692193,0.395525,0.720166,0.50952,0.806024,0.516533,0.794914,0.49293,0.766567,Thumbs Up
0.431425,0.780133,0.517306,0.640012,0.558335,0.494344,0.569067,0.387106,0.565208,0.278933,0.482733,0.456635,0.577949,0.549982,0.598043,0.595964,0.588379,0.590118,0.437677,0.535456,0.569985,0.663443,0.571489,0.67742,0.541253,0.647952,0.409754,0.62978,0.536484,0.74309,0.544376,0.740103,0.523422,0.698722,0.397236,0.721701,0.506159,0.807287,0.518042,0.797228,0.497927,0.768335,Thumbs Up
0.430798,0.783528,0.516034,0.642462,0.558115,0.496836,0.570107,0.38899,0.566773,0.281135,0.481579,0.456712,0.576828,0.547096,0.598071,0.595046,0.58849,0.591894,0.437339,0.53541,0.570387,0.661435,0.572348,0.677821,0.542255,0.651478,0.409975,0.629552,0.537772,0.742128,0.544786,0.740177,0.522957,0.699597,0.397217,0.721976,0.506779,0.808442,0.518343,0.799338,0.497683,0.770616,Thumbs Up
0.432649,0.779148,0.515643,0.641185,0.557898,0.494836,0.570484,0.388152,0.567281,0.281445,0.483488,0.462684,0.586542,0.553895,0.596435,0.595496,0.577894,0.585066,0.438979,0.541758,0.577374,0.667235,0.570106,0.675655,0.536051,0.642209,0.412167,0.635152,0.546484,0.747846,0.54524,0.739843,0.520574,0.69476,0.400731,0.725992,0.515077,0.811974,0.519063,0.799755,0.493658,0.770077,Thumbs Up
0.438262,0.780007,0.519197,0.642429,0.561948,0.497857,0.573457,0.390017,0.568848,0.282891,0.483278,0.461113,0.589014,0.554875,0.597792,0.595187,0.578999,0.584453,0.438891,0.539295,0.58035,0.66668,0.570018,0.672904,0.534758,0.641804,0.412126,0.632959,0.547604,0.747505,0.542012,0.739245,0.51613,0.695455,0.400099,0.724655,0.515301,0.812575,0.517738,0.799743,0.492204,0.769059,Thumbs Up
0.429757,0.781774,0.510471,0.6458,0.549838,0.500484,0.561783,0.394978,0.554997,0.290323,0.466361,0.486391,0.557884,0.560654,0.584711,0.602698,0.574783,0.600852,0.421373,0.566883,0.562604,0.68498,0.563332,0.695579,0.525365,0.670526,0.3986,0.661972,0.538347,0.770642,0.53841,0.761097,0.504969,0.718572,0.391441,0.751757,0.510783,0.836896,0.51391,0.826501,0.482457,0.799527,Thumbs Up
0.427983,0.792438,0.508241,0.654659,0.54784,0.502556,0.559224,0.392547,0.552634,0.285685,0.46669,0.481503,0.570788,0.569858,0.580548,0.608133,0.561439,0.597,0.420467,0.561178,0.566741,0.686808,0.556812,0.693048,0.518618,0.663361,0.395662,0.65508,0.539193,0.771199,0.529507,0.761253,0.496251,0.715391,0.386634,0.745079,0.507777,0.835119,0.506059,0.823265,0.475136,0.792811,Thumbs Up
0.420554,0.809303,0.504618,0.667661,0.546145,0.512758,0.557875,0.400219,0.555261,0.288582,0.465802,0.483963,0.574567,0.570836,0.579658,0.606827,0.558164,0.592487,0.420707,0.563501,0.569056,0.684731,0.555271,0.687173,0.516672,0.654377,0.395951,0.657849,0.540605,0.767964,0.530245,0.757306,0.498711,0.711858,0.386691,0.749357,0.508973,0.83339,0.506006,0.819499,0.47461,0.788476,Thumbs Up
0.423157,0.814822,0.510151,0.673231,0.549053,0.519321,0.557691,0.406823,0.554238,0.292919,0.465941,0.478972,0.568321,0.566529,0.586116,0.610914,0.571505,0.602928,0.421031,0.554878,0.563046,0.680441,0.559999,0.690649,0.525076,0.660774,0.395113,0.648656,0.534652,0.763464,0.532871,0.75856,0.504506,0.715503,0.384251,0.741511,0.502414,0.830315,0.50579,0.822092,0.478194,0.79293,Thumbs Up
0.425158,0.808802,0.510271,0.66881,0.548964,0.514474,0.558324,0.401995,0.554977,0.289986,0.464628,0.478648,0.574418,0.567132,0.582335,0.608241,0.559005,0.59779,0.419691,0.556551,0.56571,0.679576,0.556225,0.686667,0.517744,0.657666,0.393859,0.650262,0.535721,0.762069,0.529133,0.754936,0.498006,0.713788,0.38234,0.741981,0.502382,0.827932,0.502386,0.818058,0.472749,0.790644,Thumbs Up
0.428194,0.807651,0.50976,0.669087,0.547238,0.515448,0.556252,0.403969,0.552523,0.291709,0.46576,0.480475,0.575306,0.569435,0.580717,0.607622,0.554977,0.592795,0.420365,0.557262,0.567086,0.681232,0.55568,0.686362,0.515282,0.654588,0.394663,0.650519,0.538021,0.763247,0.530492,0.756175,0.498478,0.713321,0.38354,0.74267,0.503714,0.828762,0.503073,0.818272,0.472685,0.78913,Thumbs Up
0.430193,0.784805,0.510768,0.651267,0.547779,0.506543,0.55611,0.400356,0.551571,0.29083,0.464623,0.480763,0.577073,0.573732,0.581861,0.608416,0.555262,0.592115,0.41899,0.558123,0.567808,0.683303,0.55598,0.68329,0.51519,0.650326,0.39359,0.650558,0.537707,0.763415,0.529609,0.752159,0.497406,0.708762,0.382754,0.740233,0.502408,0.827458,0.501213,0.813635,0.470695,0.783287,Thumbs Up
0.432572,0.77915,0.511542,0.647071,0.548355,0.502355,0.557766,0.395814,0.552535,0.287509,0.465727,0.480532,0.575798,0.572921,0.580963,0.610088,0.555841,0.594689,0.420103,0.559031,0.566576,0.683318,0.555631,0.686611,0.516292,0.652884,0.394857,0.651667,0.536695,0.763779,0.529768,0.75431,0.498756,0.710167,0.384286,0.740143,0.50194,0.826678,0.501703,0.813853,0.472569,0.783094,Thumbs Up
0.434694,0.783416,0.514334,0.652771,0.550082,0.504404,0.558549,0.395468,0.551519,0.286721,0.465009,0.482524,0.564974,0.565813,0.581215,0.604178,0.564987,0.594812,0.418638,0.559029,0.562059,0.683503,0.557546,0.688513,0.520591,0.659145,0.393653,0.651005,0.535222,0.764333,0.53069,0.755703,0.499234,0.714178,0.383709,0.739288,0.501099,0.826328,0.501936,0.816588,0.472434,0.78886,Thumbs Up
0.433864,0.770323,0.510618,0.640924,0.546698,0.497566,0.555699,0.392254,0.549245,0.287301,0.46497,0.480474,0.577123,0.573666,0.577585,0.607355,0.548884,0.590472,0.418208,0.56034,0.567152,0.686653,0.553582,0.68767,0.513244,0.655627,0.393581,0.653208,0.537559,0.768023,0.526284,0.755719,0.492571,0.711713,0.383874,0.741047,0.502709,0.828903,0.498064,0.814836,0.465692,0.785104,Thumbs Up
0.434747,0.778683,0.516596,0.645976,0.550256,0.498812,0.557862,0.390429,0.549107,0.283472,0.459779,0.480005,0.54429,0.54744,0.57915,0.593244,0.580092,0.594616,0.414156,0.557391,0.55441,0.673147,0.559839,0.686207,0.527995,0.660896,0.391088,0.6503,0.53139,0.759049,0.534372,0.754535,0.505873,0.714217,0.38336,0.737673,0.49946,0.825163,0.504639,0.818802,0.47669,0.791275,Thumbs Up
0.4299,0.786303,0.512518,0.651384,0.548596,0.500422,0.557979,0.39022,0.550229,0.282982,0.4628,0.477906,0.561392,0.562247,0.579581,0.606206,0.565741,0.597892,0.416879,0.555976,0.559209,0.677757,0.55592,0.690763,0.520472,0.661726,0.393143,0.649458,0.533589,0.759083,0.530534,0.757647,0.500143,0.717086,0.384997,0.737882,0.501226,0.824546,0.50301,0.820738,0.474032,0.793722,Thumbs Up
0.430902,0.778071,0.508245,0.644535,0.546931,0.495809,0.558444,0.388273,0.552645,0.284079,0.465777,0.479152,0.57505,0.56796,0.577887,0.60438,0.551346,0.588154,0.419362,0.560275,0.564613,0.681176,0.551872,0.684817,0.512188,0.651762,0.394536,0.654609,0.536209,0.763492,0.52608,0.754093,0.492728,0.710579,0.385297,0.744009,0.504171,0.828714,0.500064,0.81752,0.467587,0.78893,Thumbs Up
0.435879,0.770691,0.510599,0.639004,0.546087,0.493262,0.555585,0.386873,0.548929,0.282824,0.466465,0.476906,0.580833,0.573616,0.576245,0.609878,0.542024,0.591134,0.420436,0.558265,0.56844,0.68401,0.553788,0.687501,0.512629,0.65479,0.395348,0.652399,0.537537,0.764953,0.527078,0.755382,0.493044,0.711895,0.385173,0.741587,0.502886,0.82778,0.499992,0.814937,0.468908,0.784849,Thumbs Up
0.43184,0.790535,0.514303,0.653625,0.550103,0.503211,0.559132,0.391926,0.551668,0.284218,0.464714,0.47472,0.559949,0.557491,0.581874,0.603716,0.571676,0.597011,0.419156,0.551471,0.558501,0.673985,0.559051,0.691809,0.52552,0.665239,0.394394,0.644229,0.53168,0.755246,0.53332,0.758942,0.504917,0.721267,0.384976,0.733079,0.498891,0.821409,0.505294,0.820518,0.479231,0.794696,Thumbs Up
0.435019,0.775743,0.513543,0.644938,0.549574,0.50098,0.558923,0.394097,0.553791,0.287661,0.464743,0.477739,0.559936,0.557246,0.579547,0.598076,0.568353,0.590695,0.418659,0.554917,0.559787,0.67557,0.557557,0.684317,0.523537,0.655751,0.393817,0.64708,0.533505,0.758348,0.531053,0.753211,0.501583,0.712499,0.384413,0.735313,0.500302,0.823599,0.503533,0.816353,0.475739,0.788662,Thumbs Up
0.435533,0.764789,0.509593,0.637108,0.546173,0.494331,0.556218,0.388726,0.551108,0.284391,0.4679,0.478887,0.582208,0.574903,0.577374,0.607596,0.544199,0.588582,0.422243,0.560168,0.570483,0.685605,0.554763,0.686083,0.513987,0.653947,0.39706,0.653476,0.539738,0.766231,0.527461,0.754162,0.493383,0.710573,0.386645,0.741926,0.504455,0.828122,0.499798,0.814267,0.467834,0.784678,Thumbs Up
0.439082,0.758858,0.513646,0.636562,0.549268,0.494677,0.558584,0.390308,0.551856,0.287189,0.469908,0.483138,0.578573,0.577933,0.578497,0.609071,0.550344,0.589101,0.422256,0.563052,0.568773,0.689784,0.555547,0.688763,0.515871,0.653099,0.396493,0.655774,0.538721,0.770274,0.528589,0.757192,0.496284,0.711654,0.386549,0.743616,0.505155,0.830653,0.502267,0.815816,0.472045,0.785495,Thumbs Up
0.436266,0.587483,0.451901,0.642234,0.438156,0.721602,0.423389,0.809037,0.414655,0.904362,0.324424,0.595115,0.428136,0.497598,0.448503,0.541461,0.419188,0.583059,0.309137,0.516711,0.430431,0.446567,0.453075,0.509637,0.42114,0.539461,0.313053,0.452809,0.424905,0.398515,0.439394,0.453442,0.4093,0.484771,0.326229,0.401473,0.408968,0.368405,0.42565,0.408673,0.404153,0.440872,Thumbs Down
0.435364,0.570005,0.449423,0.625754,0.435175,0.701479,0.417382,0.776758,0.404432,0.864529,0.325603,0.576653,0.416125,0.506086,0.446302,0.543636,0.422649,0.580993,0.311525,0.499867,0.420928,0.433869,0.456357,0.495669,0.420512,0.525399,0.314525,0.432793,0.418907,0.379826,0.44433,0.433827,0.41265,0.464578,0.32634,0.378533,0.410762,0.347863,0.433112,0.385516,0.409998,0.413238,Thumbs Down
0.431411,0.572895,0.446593,0.626578,0.432867,0.709852,0.415392,0.794861,0.399174,0.879514,0.329634,0.602307,0.417977,0.559554,0.445559,0.591749,0.428438,0.621205,0.310162,0.522683,0.424009,0.464787,0.450998,0.515613,0.420529,0.538966,0.309652,0.452795,0.419564,0.401344,0.436302,0.452252,0.406453,0.478934,0.318602,0.394541,0.402656,0.35614,0.420794,0.394546,0.399872,0.423236,Thumbs Down
0.434546,0.588545,0.448681,0.633996,0.431787,0.705917,0.415106,0.78269,0.403081,0.871381,0.320701,0.593149,0.411068,0.534797,0.44379,0.571248,0.424202,0.604443,0.304039,0.515808,0.41685,0.449807,0.451208,0.508271,0.418064,0.536125,0.306751,0.448874,0.413785,0.390189,0.436757,0.443417,0.406574,0.47365,0.319546,0.39656,0.40365,0.353579,0.424419,0.391774,0.402131,0.420999,Thumbs Down
0.450238,0.559756,0.467442,0.617345,0.455904,0.694893,0.438971,0.770039,0.42532,0.857165,0.344826,0.573227,0.431875,0.516993,0.458512,0.553966,0.434388,0.590036,0.328426,0.497285,0.437002,0.430063,0.469889,0.490052,0.433119,0.517581,0.327755,0.427596,0.434,0.37275,0.454626,0.427015,0.422535,0.455976,0.333843,0.372981,0.420198,0.337416,0.439347,0.375497,0.416805,0.402015,Thumbs Down
0.448319,0.564139,0.467198,0.617575,0.456762,0.694787,0.439969,0.774839,0.427729,0.862233,0.344124,0.577728,0.433044,0.518639,0.460201,0.552212,0.44013,0.587711,0.325278,0.498166,0.440117,0.433607,0.469356,0.492175,0.434173,0.522671,0.324688,0.428679,0.434042,0.37269,0.453123,0.427006,0.42216,0.459194,0.3333,0.374257,0.421585,0.335171,0.439728,0.374799,0.416627,0.406117,Thumbs Down
0.443829,0.562974,0.460645,0.617782,0.451604,0.696844,0.437684,0.778196,0.425624,0.866127,0.341123,0.571312,0.430091,0.498855,0.458451,0.527153,0.436408,0.560272,0.323348,0.49526,0.438104,0.426552,0.471481,0.484174,0.435971,0.513571,0.323122,0.428801,0.432435,0.372349,0.454798,0.424627,0.42398,0.455781,0.332009,0.37561,0.419028,0.338568,0.439999,0.376304,0.418142,0.405808,Thumbs Down
0.450116,0.574558,0.462207,0.628821,0.449747,0.703211,0.434844,0.779735,0.426117,0.868781,0.333712,0.558664,0.426789,0.475602,0.453394,0.510887,0.428462,0.546951,0.320947,0.485625,0.433358,0.416507,0.465733,0.482404,0.429021,0.51179,0.324631,0.423983,0.431087,0.367728,0.45167,0.424773,0.420935,0.4571,0.335965,0.376869,0.41908,0.337823,0.437878,0.376306,0.416083,0.406093,Thumbs Down
0.439858,0.565196,0.456931,0.62916,0.44912,0.704694,0.435043,0.774966,0.421265,0.864977,0.332306,0.557231,0.430419,0.465296,0.453184,0.503109,0.424094,0.543804,0.320383,0.487135,0.432853,0.415541,0.465869,0.483071,0.42847,0.513201,0.322835,0.425138,0.426765,0.371516,0.450264,0.427319,0.42045,0.4579,0.330256,0.375859,0.413059,0.344086,0.434103,0.380633,0.414577,0.406487,Thumbs Down
0.449376,0.568958,0.460024,0.628032,0.44713,0.702054,0.431092,0.776071,0.418994,0.862863,0.332006,0.545943,0.431358,0.460927,0.452576,0.503202,0.423388,0.544061,0.319542,0.477209,0.435651,0.414595,0.463831,0.482732,0.426894,0.511506,0.323558,0.419271,0.430774,0.371577,0.449723,0.427677,0.419747,0.457456,0.335181,0.375127,0.417698,0.34457,0.435066,0.381782,0.414969,0.40749,Thumbs Down
0.442696,0.564526,0.455481,0.62606,0.444385,0.703295,0.42754,0.776368,0.413147,0.861435,0.33321,0.551198,0.433318,0.471931,0.454793,0.510971,0.425653,0.549362,0.320687,0.479855,0.437745,0.421215,0.465922,0.487479,0.429092,0.515394,0.324398,0.419467,0.431277,0.373172,0.450901,0.428338,0.421837,0.458751,0.335741,0.372915,0.418569,0.344149,0.436327,0.381445,0.416198,0.408163,Thumbs Down
0.446189,0.568813,0.457524,0.630684,0.444679,0.705853,0.429086,0.774768,0.416333,0.859638,0.332974,0.55625,0.432733,0.479634,0.453388,0.519945,0.424465,0.556567,0.321355,0.483428,0.437645,0.420667,0.46439,0.489504,0.425973,0.516945,0.324906,0.421832,0.432549,0.37264,0.450541,0.430357,0.420456,0.460198,0.335243,0.37461,0.419927,0.3436,0.436087,0.382694,0.414988,0.410288,Thumbs Down
0.450567,0.569181,0.459648,0.629208,0.446321,0.705798,0.428088,0.776909,0.413778,0.863375,0.332945,0.561519,0.426209,0.49923,0.450473,0.535239,0.427132,0.56904,0.322148,0.486864,0.435148,0.429758,0.463567,0.494343,0.427485,0.520916,0.326658,0.422151,0.432098,0.375355,0.4498,0.432085,0.420741,0.463276,0.337596,0.372922,0.419459,0.341436,0.43524,0.380079,0.414451,0.408583,Thumbs Down
0.441444,0.56456,0.456687,0.621214,0.443224,0.702552,0.425766,0.784118,0.411037,0.872187,0.334807,0.574751,0.431041,0.512509,0.454193,0.549325,0.429093,0.58438,0.319674,0.496964,0.437906,0.437325,0.464369,0.497865,0.429546,0.524837,0.32177,0.429535,0.433066,0.379102,0.450188,0.434302,0.419703,0.464261,0.333038,0.376715,0.418447,0.345027,0.435321,0.383713,0.413553,0.412211,Thumbs Down
0.439458,0.569501,0.457854,0.632937,0.447958,0.711229,0.42743,0.78662,0.409737,0.874973,0.341963,0.586642,0.425145,0.53436,0.455702,0.563392,0.438783,0.594425,0.326219,0.508887,0.435262,0.445902,0.466975,0.500361,0.433216,0.529144,0.326235,0.438849,0.430634,0.386888,0.452116,0.438576,0.422794,0.468784,0.333449,0.381231,0.418286,0.345998,0.437739,0.383671,0.416357,0.413014,Thumbs Down
0.434107,0.565228,0.456157,0.627662,0.447099,0.710536,0.429012,0.789757,0.410651,0.875011,0.34445,0.593549,0.421877,0.553048,0.454277,0.578888,0.439294,0.606415,0.327218,0.512526,0.434203,0.454639,0.465927,0.505077,0.434075,0.532619,0.327335,0.441031,0.431265,0.39147,0.452403,0.441147,0.422858,0.469921,0.335828,0.381861,0.420094,0.346811,0.438946,0.383342,0.417549,0.411591,Thumbs Down
0.437614,0.572045,0.459158,0.633645,0.45085,0.713223,0.433911,0.789245,0.415523,0.873567,0.342468,0.592992,0.42701,0.551285,0.458409,0.586729,0.436108,0.619415,0.327814,0.514576,0.434178,0.45599,0.470204,0.50935,0.434772,0.531218,0.329188,0.443875,0.434166,0.39418,0.45858,0.446251,0.425795,0.470754,0.337117,0.383521,0.420321,0.347967,0.4416,0.385766,0.4201,0.410391,Thumbs Down
0.430385,0.565015,0.454134,0.627637,0.447609,0.708793,0.4319,0.786332,0.413034,0.870057,0.344622,0.597339,0.425913,0.558823,0.452335,0.593888,0.430242,0.625884,0.325867,0.517031,0.438498,0.45608,0.469992,0.510222,0.433928,0.534367,0.325538,0.444696,0.435619,0.392192,0.456317,0.444664,0.423443,0.469849,0.333059,0.383734,0.421654,0.349098,0.440726,0.386655,0.418154,0.409552,Thumbs Down
0.437954,0.571291,0.4579,0.632594,0.447444,0.71078,0.430976,0.788262,0.414951,0.874634,0.34016,0.584337,0.436477,0.523768,0.462897,0.562648,0.43604,0.597949,0.324824,0.507739,0.440814,0.447842,0.468972,0.505401,0.432053,0.528783,0.326067,0.440189,0.436899,0.391511,0.455613,0.445878,0.422124,0.471292,0.33447,0.383784,0.419396,0.349777,0.43823,0.387871,0.415952,0.413106,Thumbs Down
0.434312,0.572917,0.454211,0.633942,0.444541,0.713554,0.427766,0.792695,0.413885,0.879594,0.34044,0.589037,0.424928,0.536097,0.454545,0.566254,0.435841,0.595208,0.32486,0.508434,0.434903,0.44901,0.466667,0.506708,0.431913,0.53369,0.326592,0.43845,0.431918,0.388598,0.453074,0.441652,0.422189,0.470413,0.336412,0.381868,0.42096,0.348324,0.440583,0.386651,0.418137,0.414418,Thumbs Down
0.437642,0.567764,0.455375,0.628044,0.445463,0.708663,0.428009,0.792206,0.41047,0.883144,0.339659,0.587714,0.43545,0.523857,0.459282,0.558561,0.4334,0.59268,0.322197,0.507478,0.440938,0.445465,0.468308,0.503481,0.432717,0.529885,0.322421,0.438169,0.43396,0.385374,0.452179,0.438768,0.420356,0.469059,0.332196,0.382916,0.419011,0.349166,0.436895,0.388345,0.413808,0.418212,Thumbs Down
0.44199,0.575696,0.459325,0.632968,0.448283,0.71211,0.429394,0.79389,0.410943,0.882975,0.341601,0.588184,0.4354,0.525761,0.460943,0.560556,0.435163,0.59389,0.324615,0.509253,0.442292,0.448804,0.469543,0.506373,0.433532,0.531964,0.3254,0.441021,0.436639,0.39086,0.454671,0.445615,0.42251,0.475236,0.335276,0.385048,0.420665,0.35033,0.438523,0.389972,0.41569,0.419648,Thumbs Down
0.435388,0.571453,0.453786,0.630318,0.443776,0.710101,0.42541,0.795829,0.408495,0.886892,0.339956,0.585003,0.439925,0.508352,0.460145,0.543912,0.431922,0.58065,0.323149,0.505667,0.441882,0.441666,0.465379,0.498838,0.43092,0.525415,0.324029,0.43867,0.433808,0.386404,0.450274,0.437635,0.41929,0.466039,0.334108,0.383722,0.41771,0.349475,0.435604,0.387177,0.414371,0.416427,Thumbs Down
0.446456,0.584116,0.461899,0.645512,0.44503,0.72146,0.424844,0.79788,0.408661,0.885136,0.339473,0.591056,0.436045,0.517027,0.463813,0.553889,0.437685,0.587666,0.326369,0.512021,0.439783,0.445244,0.469921,0.504741,0.434402,0.530066,0.329138,0.443646,0.436972,0.389537,0.45649,0.444997,0.423728,0.473595,0.339218,0.387247,0.419683,0.351143,0.439088,0.390118,0.417747,0.417914,Thumbs Down
0.434729,0.573786,0.453117,0.634915,0.441732,0.715723,0.422023,0.797002,0.401711,0.88567,0.338754,0.590908,0.434916,0.519749,0.46048,0.553197,0.43658,0.585299,0.322634,0.510527,0.440489,0.445353,0.467396,0.503082,0.433192,0.529993,0.323964,0.44147,0.435037,0.388536,0.452835,0.441102,0.420785,0.469236,0.333445,0.384504,0.418887,0.351801,0.436825,0.389235,0.414544,0.416641,Thumbs Down
0.456869,0.574557,0.455649,0.637,0.420486,0.700622,0.387534,0.765117,0.366547,0.844688,0.331431,0.588117,0.432147,0.52496,0.457337,0.555937,0.433768,0.583948,0.319835,0.516726,0.435862,0.463239,0.461508,0.512486,0.432797,0.534611,0.324469,0.453941,0.43285,0.405897,0.451061,0.4529,0.423195,0.477647,0.339153,0.40195,0.416952,0.367511,0.43611,0.399941,0.417554,0.423572,Thumbs Down
0.45594,0.579699,0.455671,0.642601,0.423042,0.702977,0.39017,0.763074,0.367997,0.843142,0.334347,0.581369,0.428949,0.509219,0.4612,0.538861,0.439336,0.569821,0.325507,0.510116,0.436762,0.452535,0.469125,0.502564,0.439412,0.526493,0.330459,0.447284,0.437268,0.399508,0.459681,0.447446,0.431441,0.473668,0.34282,0.393964,0.421288,0.363504,0.443797,0.39703,0.425919,0.421869,Thumbs Down
